id,status,source,target,source_role,target_role,source_verified,target_verified,cannibalization_risk,suggested_anchor_he,placement,user_intent,approval_required,owner_action,approved_for_publish,safety_rule
LINK-001,READY_FOR_OWNER_REVIEW,/,/lawyers/,homepage,lawyer-directory,YES,YES,LOW,חיפוש עורכי דין לפי תחום ואזור,Homepage search/help section,Visitor who starts broad and wants lawyer profiles.,Owner/public UX review only; no SEO metadata change.,Approve a contextual homepage link only if it supports the existing search journey.,NO,"Review packet only: do not change CMS links, titles/H1/meta, URLs, redirects, canonicals/noindex, sitemap or taxonomy without approval."
LINK-002,READY_FOR_OWNER_REVIEW,/,/find-lawyer-how-to-find-good-attorney/,homepage,selection-guide,YES,YES,LOW,איך בוחרים עורך דין מתאים,Homepage guide/help section,Visitor who is not ready to contact a lawyer and needs selection guidance.,Owner/public UX review only; no SEO metadata change.,Approve a guide link if homepage flow needs one educational step before contact.,NO,"Review packet only: do not change CMS links, titles/H1/meta, URLs, redirects, canonicals/noindex, sitemap or taxonomy without approval."
LINK-003,READY_FOR_OWNER_REVIEW,/lawyers/,/find-lawyer-how-to-find-good-attorney/,lawyer-directory,selection-guide,YES,YES,LOW,מה לבדוק לפני שבוחרים עורך דין,Lawyer directory intro or filter-adjacent help text,Directory visitor who needs quality checks before opening profiles.,Owner/public UX review only; keep directory as the profile-list page.,Approve if the directory intro feels too transactional without a trust guide.,NO,"Review packet only: do not change CMS links, titles/H1/meta, URLs, redirects, canonicals/noindex, sitemap or taxonomy without approval."
LINK-004,READY_FOR_OWNER_REVIEW,/find-lawyer-how-to-find-good-attorney/,/lawyers/,selection-guide,lawyer-directory,YES,YES,LOW,מעבר למדריך עורכי הדין,End of guide after selection criteria,Reader finished the selection guide and is ready to compare profiles.,Owner/public UX review only; no title/H1/canonical change.,"Approve as a conversion link after the guide, not as a replacement for the guide intent.",NO,"Review packet only: do not change CMS links, titles/H1/meta, URLs, redirects, canonicals/noindex, sitemap or taxonomy without approval."
LINK-005,READY_FOR_OWNER_REVIEW,/national-insurance-attorney/,/bituach-leumi-appeal-guide/,practice-lawyer-match,guide-calculator,YES,YES,MEDIUM,מדריך לערעור ביטוח לאומי ובדיקת זכאות,Near explanatory section before the contact CTA,Visitor on lawyer-match page who still needs process/calc explanation.,Owner + SEO/GSC approval; preserve lawyer-match vs guide/calculator split.,"Approve only if anchor and placement reinforce that this page is for finding help, while target is the guide/calculator.",NO,"Review packet only: do not change CMS links, titles/H1/meta, URLs, redirects, canonicals/noindex, sitemap or taxonomy without approval."
LINK-006,READY_FOR_OWNER_REVIEW,/bituach-leumi-appeal-guide/,/national-insurance-attorney/,guide-calculator,practice-lawyer-match,YES,YES,MEDIUM,בדיקה עם עורך דין לערעור ביטוח לאומי,After calculator/result or near next-step section,Guide/calculator reader who may need professional review before deadline.,Owner + SEO/GSC approval; preserve guide/calculator vs lawyer-match split.,Approve as a next-step conversion link only after confirming both pages have distinct titles/H1 and SERP roles.,NO,"Review packet only: do not change CMS links, titles/H1/meta, URLs, redirects, canonicals/noindex, sitemap or taxonomy without approval."
LINK-007,READY_FOR_OWNER_REVIEW,/criminal-defense-attorney/,/lawyers/,practice-lawyer-match,lawyer-directory,YES,YES,LOW,חיפוש עורכי דין פליליים במדריך,Practice page lawyer-search CTA,Criminal-law visitor ready to compare lawyer profiles.,Owner/public UX review; no SEO metadata change.,Approve if the target can filter or contextually support criminal-law profile discovery.,NO,"Review packet only: do not change CMS links, titles/H1/meta, URLs, redirects, canonicals/noindex, sitemap or taxonomy without approval."
LINK-008,READY_FOR_OWNER_REVIEW,/medical-malpractice-lawyer/,/lawyers/,practice-lawyer-match,lawyer-directory,YES,YES,LOW,חיפוש עורכי דין לרשלנות רפואית,Practice page lawyer-search CTA,Medical-malpractice visitor ready to compare lawyer profiles.,Owner/public UX review; no SEO metadata change.,Approve if the target can filter or contextually support medical-malpractice profile discovery.,NO,"Review packet only: do not change CMS links, titles/H1/meta, URLs, redirects, canonicals/noindex, sitemap or taxonomy without approval."
LINK-009,READY_FOR_OWNER_REVIEW,/real-estate-lawyer-guide/,/lawyers/,guide-practice,lawyer-directory,YES,YES,LOW,חיפוש עורכי דין מקרקעין,Real-estate guide next-step section,Real-estate reader ready for transaction/legal review.,Owner/public UX review; no SEO metadata change.,Approve as a profile-discovery link if it stays secondary to the guide content.,NO,"Review packet only: do not change CMS links, titles/H1/meta, URLs, redirects, canonicals/noindex, sitemap or taxonomy without approval."
LINK-010,READY_FOR_OWNER_REVIEW,/real-estate-lawyer-guide/,PURCHASE_TAX_OR_SELLER_TAX_TOOL_PLACEHOLDER,guide-practice,tool-url-not-approved,YES,NO,HIGH,בדיקת מס רכישה או מס שבח לפני עסקה,Only after a dedicated tool URL is approved,Real-estate reader who needs a calculator/tool before contacting a lawyer.,Owner + SEO/GSC approval required; inspect existing purchase-tax/seller-tax pages first.,Do not add this link until exact existing tool/page inventory is checked and the target URL is approved.,NO,"Review packet only: do not change CMS links, titles/H1/meta, URLs, redirects, canonicals/noindex, sitemap or taxonomy without approval."
