query,clicks,impressions,ctr,position
אחוז הגירושין בישראל 2025,56,837,0.06690561529271206,3.5256869772998805
הלכת אלקצאצי,32,178,0.1797752808988764,2.4157303370786516
הסכם גירושין ללא עורך דין להורדה,32,821,0.0389768574908648,5.800243605359318
חוזה שכירות סטנדרטי 2025,29,458,0.06331877729257641,8.796943231441048
נוטריון ישראלי בניו יורק,27,159,0.16981132075471697,3.6855345911949686
תעודת יושר pdf,23,524,0.04389312977099236,6.066793893129771
איתן בייקר עורך דין,22,205,0.1073170731707317,4.53170731707317
חיפוש עורך דין לפי שם,22,3905,0.005633802816901409,8.821254801536492
אביגיל ון קרפלד,21,298,0.07046979865771812,5.285234899328859
עורך דין פלילי מחירון,21,739,0.028416779431664412,2.89851150202977
כמה מרוויח עורך דין פלילי,20,216,0.09259259259259259,1.7314814814814814
רשות ניירות ערך בעלי תפקידים,20,161,0.12422360248447205,4.900621118012422
אביים ברקאי,19,1641,0.01157830591102986,4.583180987202925
פתיחת חשבון בנק בפורטוגל,19,157,0.12101910828025478,4.267515923566879
הילה גורביץ עובדיה,18,261,0.06896551724137931,4.831417624521073
ענת הלר כריש,18,445,0.04044943820224719,5.6359550561797755
דיוויד צ'סנוף,17,53,0.32075471698113206,1.3018867924528301
להב 433 הגשת תלונה,17,455,0.03736263736263736,8.652747252747254
סוגי רופאים,17,412,0.0412621359223301,4.223300970873787
סעיף כוח עליון דוגמא,17,94,0.18085106382978725,1.1595744680851063
תוצרת כחול לבן טלגרם,17,2855,0.005954465849387041,8.798248686514885
הסכם גירושין דוגמא doc,16,813,0.01968019680196802,6.678966789667896
חתימה על תצהיר בחינם,16,461,0.03470715835140998,8.362255965292842
כתיבה משפטית,16,305,0.05245901639344262,5.301639344262295
שלי פרקש,16,193,0.08290155440414508,3.3626943005181347
טופס 6 בקשה לסעד דחוף,14,297,0.04713804713804714,7.094276094276094
תביעה על מכירת רכב לא תקין,14,401,0.034912718204488775,8.566084788029926
הצהרת אבהות ברבנות,13,37,0.35135135135135137,1.2972972972972974
מרבד,13,6410,0.0020280811232449296,9.522308892355694
עורך דין פלילי שכר,13,508,0.025590551181102362,1.9350393700787403
ערר על החלטת קצין משטרה,13,130,0.1,4.092307692307692
עורכי דין לפי התמחות,11,843,0.013048635824436536,8.665480427046264
רשימת מומחים מטעם בית המשפט,11,546,0.020146520146520148,8.23992673992674
שמעון עמר פונטיאק,11,130,0.08461538461538462,4.7846153846153845
תצהיר דוגמא וורד,11,218,0.05045871559633028,7.137614678899083
אירית קלמן ברום,10,243,0.0411522633744856,4.506172839506172
אלעד פרסקי,10,771,0.01297016861219196,7.27367055771725
בקשה לתעודת מידע פלילי,10,1134,0.008818342151675485,7.256613756613756
להב 433 טלפון,10,606,0.0165016501650165,7.297029702970297
פסק דין פלילי,10,278,0.03597122302158273,11.496402877697841
פסקי דין פליליים,10,415,0.024096385542168676,12.63132530120482
תצהיר להורדה,10,263,0.03802281368821293,7.802281368821292
אורית בן דור ליבל,9,234,0.038461538461538464,8.965811965811966
השופטת ענת הלר כריש,9,84,0.10714285714285714,4.785714285714286
חיפוש עורכי דין,9,1412,0.006373937677053824,11.386685552407933
כחול לבן טלגרם,9,2000,0.0045,15.218
כמה עולה עורך דין פלילי,9,302,0.029801324503311258,2.0695364238410594
עדי הדר שופט,9,525,0.017142857142857144,7.060952380952381
עורך דין פלילי מפורסם,9,1743,0.0051635111876075735,10.006310958118187
גירושים מכוערים,8,106,0.07547169811320754,4.443396226415095
חוזה שכירות אונליין,8,160,0.05,6.4125
חוק החוזים תרופות,8,7853,0.0010187189609066599,8.186043550235578
טופס הסכם גירושין להורדה,8,378,0.021164021164021163,25.75925925925926
ייעוץ עורך דין אונליין חינם,8,1854,0.004314994606256742,11.37864077669903
עדות שקר בחקירה,8,40,0.2,2.525
פסק דין זדורוב,8,48,0.16666666666666666,4.9375
קורסים לעורכי דין,8,71,0.11267605633802817,19.47887323943662
רצח מדרגה ראשונה,8,719,0.011126564673157162,6.777468706536856
שכר עורכי דין 2025,8,344,0.023255813953488372,7.531976744186046
תביעה אזרחית נגררת לפלילים דוגמא,8,223,0.03587443946188341,8.295964125560538
איפה הכי זול לקנות דירה בעולם,7,149,0.04697986577181208,3.6040268456375837
גניבה מחנות,7,154,0.045454545454545456,1.3571428571428572
השופט עדי הדר,7,299,0.023411371237458192,5.471571906354515
חוזה שכירות 2025,7,25,0.28,6.16
כמה עולה לקנות בית בתאילנד,7,206,0.03398058252427184,6.276699029126213
להב 433,7,1616,0.004331683168316832,12.227722772277227
מחשבון מזונות,7,848,0.008254716981132075,20.484669811320753
סיגלית אופק שופטת,7,207,0.033816425120772944,5.483091787439614
עורך דין אתיופי,7,410,0.01707317073170732,6.787804878048781
עורך דין לעסקים קטנים,7,1435,0.004878048780487805,2.8905923344947735
עורך דין מקרקעין ייעוץ חינם,7,851,0.008225616921269096,10.73913043478261
תצהיר דוגמא,7,486,0.01440329218106996,7.767489711934156
תקנון אתר לדוגמא,7,253,0.02766798418972332,7.292490118577075
אזרחות יוונית,6,363,0.01652892561983471,8.9366391184573
אישור משטרה העדר עבירות מיניות מקוון,6,552,0.010869565217391304,8.434782608695652
דוגמא להסכם גירושין,6,1014,0.005917159763313609,20.261341222879686
דרכון יווני,6,344,0.01744186046511628,7.613372093023256
הגירה לפורטוגל 2025,6,73,0.0821917808219178,3.808219178082192
הסכם גירושין בהסכמה,6,3965,0.0015132408575031526,10.328625472887769
הסכם גירושין בהסכמה להורדה,6,187,0.03208556149732621,10.315508021390375
הסכם גירושין דוגמא,6,2061,0.002911208151382824,23.448326055312954
חיפוש עורך דין,6,966,0.006211180124223602,8.972049689440993
כחול לבן בטלגרם,6,754,0.007957559681697613,10.514588859416445
מימון תביעות משפטיות,6,105,0.05714285714285714,12.980952380952381
משמורת בלעדית לאם,6,684,0.008771929824561403,7.286549707602339
סעיף כוח עליון,6,82,0.07317073170731707,3.0609756097560976
עורך דין פלילי,6,9057,0.000662471016893011,42.14905597880093
רמי בז'ה שופט,6,46,0.13043478260869565,3.9565217391304346
רשות ניירות ערך טלפון,6,148,0.04054054054054054,9.614864864864865
ששי גז מחיר,6,250,0.024,6.492
תביעות פלילי,6,820,0.007317073170731708,5.748780487804878
תחנת משטרה גליל מערבי טלפון,6,335,0.01791044776119403,5.140298507462687
תצהיר לדוגמא,6,134,0.04477611940298507,7.298507462686567
