page,date,clicks,impressions,ctr,position
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-02-24,5,22,0.22727272727272727,6.136363636363637
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-03-22,5,30,0.16666666666666666,6.166666666666667
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-04-30,5,13,0.38461538461538464,6.6923076923076925
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-03-12,4,14,0.2857142857142857,4.642857142857142
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-04-15,4,32,0.125,6.3125
https://jus-tice.co.il/wp-content/uploads/2022/06/54111-Law-Firms-in-the-US-Industry-Report.pdf,2026-04-21,4,34,0.11764705882352941,8.882352941176471
https://jus-tice.co.il/court-judge/,2026-04-12,3,117,0.02564102564102564,17.034188034188034
https://jus-tice.co.il/court-judge/,2026-04-13,3,90,0.03333333333333333,14.522222222222222
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-02-17,3,9,0.3333333333333333,7.333333333333333
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-02-23,3,20,0.15,8.6
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-03-11,3,13,0.23076923076923078,4.846153846153847
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-03-25,3,18,0.16666666666666666,6
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-03-30,3,14,0.21428571428571427,5.928571428571429
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-04-09,3,9,0.3333333333333333,4.444444444444445
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-04-20,3,16,0.1875,16.9375
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-05-06,3,11,0.2727272727272727,4.363636363636363
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-05-07,3,14,0.21428571428571427,6.5
https://jus-tice.co.il/,2026-02-16,2,56,0.03571428571428571,15.035714285714286
https://jus-tice.co.il/,2026-02-17,2,99,0.020202020202020204,16.707070707070706
https://jus-tice.co.il/,2026-04-12,2,62,0.03225806451612903,10.435483870967742
https://jus-tice.co.il/%D7%AA%D7%90-48125-05-18-%D7%92%D7%91%D7%90%D7%99-%D7%95%D7%90%D7%97-%D7%A0-%D7%A7%D7%91%D7%95%D7%A6%D7%AA-%D7%97%D7%92%D7%92-%D7%99%D7%99%D7%96%D7%95%D7%9D-%D7%A0%D7%93%D7%9C%D7%9F/,2026-03-08,2,2,1,4.5
https://jus-tice.co.il/21213-04-18/,2026-03-03,2,18,0.1111111111111111,11.444444444444445
https://jus-tice.co.il/decision13759-08-21/,2026-02-22,2,3,0.6666666666666666,7.333333333333333
https://jus-tice.co.il/psakdin/%D7%90%D7%99%D7%9E%D7%95%D7%A5-%D7%99%D7%9C%D7%93-%D7%9E%D7%90%D7%95%D7%A7%D7%A8%D7%90%D7%99%D7%A0%D7%94-%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F-%D7%91%D7%92%D7%99%D7%9F/,2026-05-08,2,12,0.16666666666666666,6.333333333333333
https://jus-tice.co.il/small_claims/%D7%9B%D7%A8%D7%98%D7%99%D7%A1%D7%99-%D7%98%D7%99%D7%A1%D7%94-%D7%97%D7%91%D7%A8%D7%AA-%D7%AA%D7%A2%D7%95%D7%A4%D7%94-%D7%A4%D7%A9%D7%98%D7%94-%D7%90%D7%AA-%D7%94%D7%A8%D7%92%D7%9C-%D7%A1%D7%95%D7%9B/,2026-02-14,2,3,0.6666666666666666,10.333333333333334
https://jus-tice.co.il/united-arab-emirates-market-overview/,2026-03-30,2,2,1,24.5
https://jus-tice.co.il/wp-content/uploads/2020/02/%D7%94%D7%AA%D7%9C%D7%99%D7%99%D7%AA-%D7%A9%D7%9C%D7%99%D7%9C%D7%AA-%D7%A8%D7%A9%D7%99%D7%95%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%A8%D7%93-%D7%94%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA.pdf,2026-02-15,2,8,0.25,6
https://jus-tice.co.il/wp-content/uploads/2020/02/%D7%94%D7%AA%D7%9C%D7%99%D7%99%D7%AA-%D7%A9%D7%9C%D7%99%D7%9C%D7%AA-%D7%A8%D7%A9%D7%99%D7%95%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%A8%D7%93-%D7%94%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA.pdf,2026-03-10,2,2,1,10
https://jus-tice.co.il/wp-content/uploads/2020/02/%D7%94%D7%AA%D7%9C%D7%99%D7%99%D7%AA-%D7%A9%D7%9C%D7%99%D7%9C%D7%AA-%D7%A8%D7%A9%D7%99%D7%95%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%A8%D7%93-%D7%94%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA.pdf,2026-04-03,2,2,1,4
https://jus-tice.co.il/wp-content/uploads/2020/02/%D7%94%D7%AA%D7%9C%D7%99%D7%99%D7%AA-%D7%A9%D7%9C%D7%99%D7%9C%D7%AA-%D7%A8%D7%A9%D7%99%D7%95%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%A8%D7%93-%D7%94%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA.pdf,2026-05-09,2,10,0.2,17.3
https://jus-tice.co.il/wp-content/uploads/2020/02/%D7%94%D7%AA%D7%9C%D7%99%D7%99%D7%AA-%D7%A9%D7%9C%D7%99%D7%9C%D7%AA-%D7%A8%D7%A9%D7%99%D7%95%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%A8%D7%93-%D7%94%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA.pdf,2026-05-11,2,12,0.16666666666666666,6.583333333333333
https://jus-tice.co.il/wp-content/uploads/2021/05/services_marvad_application-form.pdf,2026-04-23,2,4,0.5,3.75
https://jus-tice.co.il/wp-content/uploads/2021/05/services_marvad_traffic-offenses-consent-form.pdf,2026-02-22,2,3,0.6666666666666666,1.6666666666666665
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-02-19,2,6,0.3333333333333333,4.833333333333334
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-02-21,2,3,0.6666666666666666,20
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-02-22,2,18,0.1111111111111111,5.333333333333333
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-03-10,2,21,0.09523809523809523,8.523809523809524
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-03-16,2,9,0.2222222222222222,3.888888888888889
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-03-23,2,13,0.15384615384615385,5.076923076923077
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-03-24,2,15,0.13333333333333333,4.666666666666666
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-03-31,2,12,0.16666666666666666,6.083333333333333
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-04-23,2,10,0.2,12
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-04-26,2,18,0.1111111111111111,8.38888888888889
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-04-27,2,18,0.1111111111111111,5
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-05-10,2,9,0.2222222222222222,5.444444444444445
https://jus-tice.co.il/wp-content/uploads/2022/06/54111-Law-Firms-in-the-US-Industry-Report.pdf,2026-04-20,2,33,0.06060606060606061,14.515151515151516
https://jus-tice.co.il/wp-content/uploads/2023/03/ATTORNEY-LIST-December-2017-1.pdf,2026-02-20,2,7,0.2857142857142857,8.571428571428571
https://jus-tice.co.il/wp-content/uploads/2023/03/ATTORNEY-LIST-December-2017-1.pdf,2026-03-30,2,9,0.2222222222222222,9.555555555555555
https://jus-tice.co.il/wp-content/uploads/2023/05/Italy_List_of_English-speaking_lawyers.pdf,2026-04-13,2,21,0.09523809523809523,5.380952380952381
https://jus-tice.co.il/wp-content/uploads/2023/05/Italy_List_of_English-speaking_lawyers.pdf,2026-05-06,2,25,0.08,5.48
https://jus-tice.co.il/,2026-02-14,1,54,0.018518518518518517,24.72222222222222
https://jus-tice.co.il/,2026-02-20,1,60,0.016666666666666666,31.8
https://jus-tice.co.il/,2026-02-23,1,43,0.023255813953488372,19.790697674418606
https://jus-tice.co.il/,2026-02-24,1,45,0.022222222222222223,19.42222222222222
