page,device,clicks,impressions,ctr,position
https://jus-tice.co.il/,MOBILE,81,15664,0.005171092951991829,23.408835546475995
https://jus-tice.co.il/free-divorce-agreement-template/,DESKTOP,64,22326,0.0028666129176744604,29.351742363164025
https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F/,MOBILE,57,1929,0.029548989113530325,32.7319854847071
https://jus-tice.co.il/free-divorce-agreement-template/,MOBILE,52,11030,0.00471441523118767,18.74252039891206
https://jus-tice.co.il/,DESKTOP,51,55284,0.0009225092250922509,39.32349323493235
https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,MOBILE,49,13641,0.003592112015248149,16.421376731911153
https://jus-tice.co.il/free-affidavit-sample/,DESKTOP,47,4038,0.011639425458147598,23.321693907875186
https://jus-tice.co.il/53431-10-21/,MOBILE,37,6539,0.005658357547025539,12.068206147729011
https://jus-tice.co.il/lahav-433/,MOBILE,34,3186,0.010671688637790333,11.203389830508474
https://jus-tice.co.il/how-much-will-a-criminal-defense-lawyer-cost/,MOBILE,31,3380,0.009171597633136094,36.20502958579882
https://jus-tice.co.il/medical-fitness-tests-for-driving-marvad-info/,MOBILE,29,9019,0.003215434083601286,21.816831134272093
https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D/,DESKTOP,27,5446,0.004957767168564084,16.00954829232464
https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,DESKTOP,27,24829,0.0010874380764428692,24.561158322928833
