page,date,clicks,impressions,ctr,position
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2025-12-09,10,42,0.23809523809523808,6.190476190476191
https://jus-tice.co.il/legal_financing/,2025-12-22,8,34,0.23529411764705882,14.058823529411764
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-01-11,7,22,0.3181818181818182,5.2272727272727275
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2025-12-23,6,21,0.2857142857142857,14.666666666666666
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-01-19,6,22,0.2727272727272727,8
https://jus-tice.co.il/israel-real-estate-price-forecast/,2025-11-16,5,634,0.007886435331230283,8.917981072555204
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2025-12-15,5,33,0.15151515151515152,13.090909090909092
https://jus-tice.co.il/%D7%A1%D7%A2%D7%A934999-11-21-%D7%A1%D7%A2%D7%99%D7%A3-46-%D7%90-%D7%9C%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%9C%D7%A2%D7%91%D7%95%D7%93%D7%94/,2025-12-15,4,22,0.18181818181818182,8.136363636363637
https://jus-tice.co.il/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%9E%D7%97%D7%99%D7%9D-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%99%D7%9D-%D7%9C%D7%91%D7%99%D7%AA-%D7%9E%D7%A9%D7%A4%D7%98-%D7%9E%D7%AA%D7%A2%D7%93%D7%9B%D7%9F/,2025-12-07,4,16,0.25,43.75
https://jus-tice.co.il/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%9E%D7%97%D7%99%D7%9D-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%99%D7%9D-%D7%9C%D7%91%D7%99%D7%AA-%D7%9E%D7%A9%D7%A4%D7%98-%D7%9E%D7%AA%D7%A2%D7%93%D7%9B%D7%9F/,2025-12-25,4,28,0.14285714285714285,27.964285714285715
https://jus-tice.co.il/11314-01-23/,2025-11-26,4,9,0.4444444444444444,7.555555555555555
https://jus-tice.co.il/israel-real-estate-price-forecast/,2025-11-29,4,503,0.007952286282306162,9.970178926441353
https://jus-tice.co.il/psakdin/%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%A6%D7%95-%D7%A1%D7%92%D7%99%D7%A8%D7%94-%D7%9C%D7%A2%D7%A1%D7%A7-%D7%9C%D7%A4%D7%99-%D7%A1%D7%A2%D7%99%D7%A3-22%D7%91-%D7%9C%D7%97%D7%95%D7%A7-%D7%A8%D7%99%D7%A9/,2025-12-30,4,5,0.8,6
https://jus-tice.co.il/,2025-12-21,3,154,0.01948051948051948,25.227272727272727
https://jus-tice.co.il/%D7%92%D7%99%D7%9C%D7%95%D7%99-%D7%A0%D7%90%D7%95%D7%AA-%D7%97%D7%A1%D7%A8-%D7%A9%D7%A0%D7%A2%D7%A9%D7%94-%D7%91%D7%A2%D7%A1%D7%A7%D7%AA-%D7%9E%D7%9B%D7%A8-%D7%91%D7%A8%D7%A9%D7%AA-%D7%94%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A0%D7%98/,2025-11-26,3,6,0.5,3.3333333333333335
https://jus-tice.co.il/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%9E%D7%A9%D7%A4%D7%98-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A4%D7%A1%D7%A7%D7%99-%D7%93%D7%99%D7%9F-%D7%97%D7%A9%D7%95%D7%91%D7%99%D7%9D/,2025-12-09,3,5,0.6,9.6
https://jus-tice.co.il/%D7%A8%D7%AA%D7%A7-38215-11-21-%D7%A9%D7%95%D7%A1%D7%98%D7%A8%D7%9E%D7%9F-%D7%A0-%D7%90%D7%9C%D7%91%D7%A8-%D7%A6%D7%99%D7%99-%D7%A8%D7%9B%D7%91/,2025-12-15,3,54,0.05555555555555555,6.5
https://jus-tice.co.il/17044-12-22/,2025-11-13,3,15,0.2,28.666666666666668
https://jus-tice.co.il/30767-05-21/,2025-12-18,3,16,0.1875,5.5
https://jus-tice.co.il/55188-07-20/,2025-11-18,3,408,0.007352941176470588,7.301470588235294
https://jus-tice.co.il/articles/%D7%94%D7%A9%D7%95%D7%A4%D7%98%D7%AA-%D7%97%D7%99%D7%94-%D7%96%D7%A0%D7%93%D7%91%D7%A8%D7%92-%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%9C%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D/,2025-12-07,3,8,0.375,17.125
https://jus-tice.co.il/articles/%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%9C%D7%A9%D7%95%D7%9F-%D7%94%D7%A8%D7%A2-%D7%91%D7%92%D7%99%D7%9F-%D7%A4%D7%A8%D7%A1%D7%95%D7%9D-%D7%91%D7%A7%D7%91%D7%95%D7%A6%D7%AA/,2025-12-28,3,80,0.0375,52.8375
https://jus-tice.co.il/everything-you-need-to-know-about-becoming-a-criminal-lawyer/,2025-12-07,3,9,0.3333333333333333,20.555555555555557
https://jus-tice.co.il/israel-real-estate-price-forecast/,2025-11-15,3,630,0.004761904761904762,9.077777777777778
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2025-11-13,3,13,0.23076923076923078,3.8461538461538463
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2025-11-26,3,31,0.0967741935483871,8.70967741935484
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2025-11-30,3,22,0.13636363636363635,13.818181818181818
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2025-12-02,3,17,0.17647058823529413,5.823529411764706
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2025-12-21,3,14,0.21428571428571427,6.5
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2025-12-22,3,17,0.17647058823529413,12.764705882352942
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2025-12-28,3,24,0.125,9.5
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-01-06,3,20,0.15,7.65
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-01-07,3,15,0.2,3.8
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-01-09,3,6,0.5,11.833333333333334
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-01-26,3,18,0.16666666666666666,6.333333333333333
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-02-10,3,18,0.16666666666666666,6
https://jus-tice.co.il/,2025-11-21,2,54,0.037037037037037035,31.40740740740741
https://jus-tice.co.il/,2025-11-24,2,140,0.014285714285714285,28.714285714285715
https://jus-tice.co.il/,2025-12-02,2,83,0.024096385542168676,28.156626506024097
https://jus-tice.co.il/,2025-12-03,2,119,0.01680672268907563,27.26890756302521
https://jus-tice.co.il/,2025-12-16,2,120,0.016666666666666666,23.075
https://jus-tice.co.il/,2025-12-25,2,191,0.010471204188481676,23.020942408376964
https://jus-tice.co.il/,2025-12-29,2,167,0.011976047904191617,23.724550898203592
https://jus-tice.co.il/,2026-01-09,2,59,0.03389830508474576,31.491525423728813
https://jus-tice.co.il/,2026-02-04,2,105,0.01904761904761905,13.352380952380953
https://jus-tice.co.il/%D7%92%D7%99%D7%9C%D7%95%D7%99-%D7%A0%D7%90%D7%95%D7%AA-%D7%97%D7%A1%D7%A8-%D7%A9%D7%A0%D7%A2%D7%A9%D7%94-%D7%91%D7%A2%D7%A1%D7%A7%D7%AA-%D7%9E%D7%9B%D7%A8-%D7%91%D7%A8%D7%A9%D7%AA-%D7%94%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A0%D7%98/,2025-12-10,2,12,0.16666666666666666,6.583333333333333
https://jus-tice.co.il/%D7%92%D7%99%D7%9C%D7%95%D7%99-%D7%A0%D7%90%D7%95%D7%AA-%D7%97%D7%A1%D7%A8-%D7%A9%D7%A0%D7%A2%D7%A9%D7%94-%D7%91%D7%A2%D7%A1%D7%A7%D7%AA-%D7%9E%D7%9B%D7%A8-%D7%91%D7%A8%D7%A9%D7%AA-%D7%94%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A0%D7%98/,2025-12-24,2,11,0.18181818181818182,3.3636363636363638
https://jus-tice.co.il/%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%97%D7%99%D7%95%D7%91-%D7%94%D7%90%D7%91-%D7%91%D7%AA%D7%A9%D7%9C%D7%95%D7%9D-%D7%91%D7%92%D7%99%D7%9F-%D7%9E%D7%93%D7%95%D7%A8-%D7%94%D7%99%D7%9C%D7%93%D7%99%D7%9D-%D7%91%D7%91%D7%99%D7%AA-%D7%A9%D7%91%D7%91%D7%A2%D7%9C%D7%95%D7%AA-%D7%94%D7%90%D7%9D-%D7%95%D7%90%D7%99%D7%9F-%D7%94%D7%99%D7%90-%D7%9E%D7%A9%D7%9C%D7%9E%D7%AA-%D7%A9%D7%9B%D7%A8-%D7%93%D7%99%D7%A8%D7%94-%D7%91%D7%92%D7%99%D7%A0%D7%95/,2025-12-26,2,3,0.6666666666666666,19.666666666666668
https://jus-tice.co.il/%D7%94%D7%AA%D7%99%D7%99%D7%A9%D7%A0%D7%95%D7%AA-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%AA%D7%90-4392-03-23/,2025-11-15,2,9,0.2222222222222222,3.888888888888889
https://jus-tice.co.il/%D7%96%D7%99%D7%9B%D7%95%D7%99-%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%A9%D7%9C-%D7%9E%D7%A2%D7%A9%D7%94-%D7%9E%D7%92%D7%95%D7%A0%D7%94-%D7%A9%D7%9C-%D7%A7%D7%98%D7%99%D7%9F-73759-12-20/,2025-12-24,2,7,0.2857142857142857,39.42857142857143
https://jus-tice.co.il/%D7%97%D7%A9%D7%A9-%D7%9C%D7%9E%D7%A9%D7%95%D7%90-%D7%A4%D7%A0%D7%99%D7%9D-%D7%A9%D7%9C-%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%95%D7%9C%D7%94%D7%98%D7%99%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F/,2025-11-29,2,5,0.4,7.6
