page,clicks,impressions,ctr,position
"https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf",99,906,"0.1093","8.2"
"https://jus-tice.co.il/",26,5134,"0.0051","16.5"
"https://jus-tice.co.il/wp-content/uploads/2020/02/%D7%94%D7%AA%D7%9C%D7%99%D7%99%D7%AA-%D7%A9%D7%9C%D7%99%D7%9C%D7%AA-%D7%A8%D7%A9%D7%99%D7%95%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%A8%D7%93-%D7%94%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA.pdf",25,478,"0.0523","11.7"
"https://jus-tice.co.il/wp-content/uploads/2023/03/ATTORNEY-LIST-December-2017-1.pdf",19,1287,"0.0148","14.1"
"https://jus-tice.co.il/wp-content/uploads/2023/05/Italy_List_of_English-speaking_lawyers.pdf",12,1326,"0.0090","11.1"
"https://jus-tice.co.il/psakdin/%D7%91%D7%AA%D7%99-%D7%9E%D7%A9%D7%A4%D7%98-%D7%A0%D7%95%D7%94%D7%9C-%D7%97%D7%99%D7%A1%D7%99%D7%95%D7%9F-%D7%AA%D7%99%D7%A7%D7%99%D7%9D/",9,277,"0.0325","13.2"
"https://jus-tice.co.il/wp-content/uploads/2022/06/54111-Law-Firms-in-the-US-Industry-Report.pdf",9,1249,"0.0072","11.6"
"https://jus-tice.co.il/wp-content/uploads/2023/03/Attorney-List-July-updated-Nov-2020-1.pdf",8,698,"0.0115","12.6"
"https://jus-tice.co.il/court-judge/",7,294,"0.0238","15.7"
"https://jus-tice.co.il/wp-content/uploads/2020/11/%D7%A8%D7%95%D7%96%D7%95%D7%91-%D7%A0-%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C.pdf",7,349,"0.0201","5.6"
"https://jus-tice.co.il/legal-courses-for-lawyers/",6,101,"0.0594","27.0"
"https://jus-tice.co.il/psakdin/%D7%90%D7%99%D7%9E%D7%95%D7%A5-%D7%99%D7%9C%D7%93-%D7%9E%D7%90%D7%95%D7%A7%D7%A8%D7%90%D7%99%D7%A0%D7%94-%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F-%D7%91%D7%92%D7%99%D7%9F/",6,366,"0.0164","13.2"
"https://jus-tice.co.il/psakdin/%D7%94%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%91%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%91%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99/",6,2447,"0.0025","9.4"
"https://jus-tice.co.il/wp-content/uploads/2021/05/services_marvad_application-form.pdf",5,27,"0.1852","26.1"
"https://jus-tice.co.il/wp-content/uploads/2021/05/services_marvad_traffic-offenses-consent-form.pdf",5,21,"0.2381","14.9"
"https://jus-tice.co.il/%D7%AA%D7%90-48125-05-18-%D7%92%D7%91%D7%90%D7%99-%D7%95%D7%90%D7%97-%D7%A0-%D7%A7%D7%91%D7%95%D7%A6%D7%AA-%D7%97%D7%92%D7%92-%D7%99%D7%99%D7%96%D7%95%D7%9D-%D7%A0%D7%93%D7%9C%D7%9F/",4,59,"0.0678","18.9"
"https://jus-tice.co.il/psakdin/%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%95%D7%91%D7%A2%D7%A0%D7%94-%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%AA-%D7%A0%D7%92%D7%93-%D7%99%D7%A6%D7%97%D7%A7-%D7%94%D7%A8%D7%A6%D7%95%D7%92-%D7%95%D7%90%D7%97/",4,64,"0.0625","22.6"
"https://jus-tice.co.il/psakdin/%D7%A9%D7%99%D7%A2%D7%95%D7%A8%D7%99-%D7%94%D7%A8%D7%A9%D7%A2%D7%94-%D7%95%D7%96%D7%99%D7%9B%D7%95%D7%99-%D7%91%D7%94%D7%9C%D7%99%D7%9B%D7%99%D7%9D-%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%99%D7%9D/",4,376,"0.0106","11.6"
"https://jus-tice.co.il/%D7%94%D7%97%D7%96%D7%A7%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D-%D7%9E%D7%A9%D7%9E%D7%95%D7%A8%D7%AA-%D7%9E%D7%A9%D7%95%D7%AA%D7%A4%D7%AA-%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99/",3,98,"0.0306","15.3"
"https://jus-tice.co.il/%D7%98%D7%99%D7%A4%D7%99%D7%9D-%D7%9C%D7%A2%D7%95%D7%93-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%94%D7%9B%D7%A0%D7%A1-%D7%9C%D7%9E%D7%93%D7%A8%D7%99%D7%9B%D7%99%D7%9D-%D7%93%D7%99%D7%A8%D7%95%D7%92-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%99%D7%9D-%D7%91%D7%A2%D7%A2%D7%95%D7%9C%D7%9D/",3,33,"0.0909","10.3"
"https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%A9%D7%A2%D7%A0%D7%99%D7%99%D7%A0%D7%95-%D7%9E%D7%99%D7%A0%D7%95%D7%99-%D7%9E%D7%A0%D7%94%D7%9C-%D7%A2%D7%99%D7%96%D7%91%D7%95%D7%9F-%D7%96%D7%9E%D7%A0%D7%99-%D7%91%D7%9E%D7%A7%D7%95%D7%9D-%D7%A7%D7%91%D7%95%D7%A2-%D7%A2%D7%9E%D7%A9-48305-12-21/",3,55,"0.0545","27.1"
"https://jus-tice.co.il/2019-2020-major-supreme-court-ruling",3,500,"0.0060","21.4"
