"source_url","target_url","anchor_text","link_type","reason","priority","status"
"http://jus-tice.co.il/family-dispute-resolution/","https://jus-tice.co.il/child-custody/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/family-dispute-resolution/","https://jus-tice.co.il/child-support/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/family-dispute-resolution/","https://jus-tice.co.il/consensual-divorce/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/family-dispute-resolution/","https://jus-tice.co.il/divorce-lawyer/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/family-dispute-resolution/","https://jus-tice.co.il/divorce-mediation/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/family-dispute-resolution/","https://jus-tice.co.il/divorce-property-division/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/family-dispute-resolution/","https://jus-tice.co.il/lawyers/?area=family-law","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-property-division/","https://jus-tice.co.il/business-valuation-divorce/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-property-division/","https://jus-tice.co.il/child-custody/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-property-division/","https://jus-tice.co.il/child-support/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-property-division/","https://jus-tice.co.il/consensual-divorce/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-property-division/","https://jus-tice.co.il/divorce-lawyer/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-property-division/","https://jus-tice.co.il/divorce-mediation/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-property-division/","https://jus-tice.co.il/divorce-property-division/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-property-division/","https://jus-tice.co.il/family-dispute-resolution/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-property-division/","https://jus-tice.co.il/hidden-assets-divorce/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-property-division/","https://jus-tice.co.il/lawyers/?area=family-law","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-property-division/","https://jus-tice.co.il/pension-division-divorce/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-property-division/","https://jus-tice.co.il/premarital-apartment-divorce/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-property-division/","https://jus-tice.co.il/prenuptial-agreement/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-property-division/","https://jus-tice.co.il/real-estate-partition-divorce/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/child-custody/","https://jus-tice.co.il/child-support/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/child-custody/","https://jus-tice.co.il/consensual-divorce/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/child-custody/","https://jus-tice.co.il/divorce-lawyer/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/child-custody/","https://jus-tice.co.il/divorce-mediation/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/child-custody/","https://jus-tice.co.il/divorce-property-division/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/child-custody/","https://jus-tice.co.il/family-dispute-resolution/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/child-custody/","https://jus-tice.co.il/lawyers/?area=family-law","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/child-support/","https://jus-tice.co.il/child-custody/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/child-support/","https://jus-tice.co.il/consensual-divorce/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/child-support/","https://jus-tice.co.il/divorce-lawyer/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/child-support/","https://jus-tice.co.il/divorce-mediation/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/child-support/","https://jus-tice.co.il/divorce-property-division/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/child-support/","https://jus-tice.co.il/family-dispute-resolution/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/child-support/","https://jus-tice.co.il/lawyers/?area=family-law","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-mediation/","https://jus-tice.co.il/child-custody/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-mediation/","https://jus-tice.co.il/child-support/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-mediation/","https://jus-tice.co.il/consensual-divorce/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-mediation/","https://jus-tice.co.il/divorce-lawyer/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-mediation/","https://jus-tice.co.il/divorce-property-division/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-mediation/","https://jus-tice.co.il/family-dispute-resolution/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-mediation/","https://jus-tice.co.il/lawyers/?area=family-law","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/consensual-divorce/","https://jus-tice.co.il/child-custody/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/consensual-divorce/","https://jus-tice.co.il/child-support/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/consensual-divorce/","https://jus-tice.co.il/divorce-lawyer/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/consensual-divorce/","https://jus-tice.co.il/divorce-mediation/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/consensual-divorce/","https://jus-tice.co.il/divorce-property-division/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/consensual-divorce/","https://jus-tice.co.il/family-dispute-resolution/","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/consensual-divorce/","https://jus-tice.co.il/lawyers/?area=family-law","","","Extracted from public rendered HTML","","EXPORTED"
"http://jus-tice.co.il/divorce-lawyer/","https://jus-tice.co.il/child-custody/","","","Extracted from public rendered HTML","","EXPORTED"
