id,type,slug,title,url,httpStatus,finalUrl,hops,isLoop,redirectChain
0,homepage,"","Homepage","https://jus-tice.co.il/",200,"https://jus-tice.co.il/",0,false,"https://jus-tice.co.il/"
19315,article,"domestic-violence","אלימות במשפחה | צו הגנה, זכויות, עונשים והגנה משפטית","https://jus-tice.co.il/articles/domestic-violence/",200,"https://jus-tice.co.il/articles/domestic-violence/",0,false,"https://jus-tice.co.il/articles/domestic-violence/"
19313,article,"sex-offenses","עבירות מין | סוגי עבירות, עונשים, הגנה וזכויות","https://jus-tice.co.il/articles/sex-offenses/",200,"https://jus-tice.co.il/articles/sex-offenses/",0,false,"https://jus-tice.co.il/articles/sex-offenses/"
19312,article,"pre-indictment-hearing","שימוע לפני כתב אישום | המדריך המלא — זכויות, הכנה ותוצאות","https://jus-tice.co.il/articles/pre-indictment-hearing/",200,"https://jus-tice.co.il/articles/pre-indictment-hearing/",0,false,"https://jus-tice.co.il/articles/pre-indictment-hearing/"
19311,article,"criminal-indictment","כתב אישום פלילי | המדריך המקיף — שלבים, זכויות והגנה","https://jus-tice.co.il/articles/criminal-indictment/",200,"https://jus-tice.co.il/articles/criminal-indictment/",0,false,"https://jus-tice.co.il/articles/criminal-indictment/"
19304,article,"criminal-appeal","ערעור פלילי בישראל | מתי, איך ומה סיכויי ההצלחה","https://jus-tice.co.il/articles/criminal-appeal/",200,"https://jus-tice.co.il/articles/criminal-appeal/",0,false,"https://jus-tice.co.il/articles/criminal-appeal/"
19302,article,"criminal-negligence","רשלנות פלילית בישראל | הגדרה, עונשים ומקרים שכיחים","https://jus-tice.co.il/articles/criminal-negligence/",200,"https://jus-tice.co.il/articles/criminal-negligence/",0,false,"https://jus-tice.co.il/articles/criminal-negligence/"
19300,article,"tax-crimes","עבירות מס בישראל | סוגים, עונשים והגנות משפטיות","https://jus-tice.co.il/articles/tax-crimes/",200,"https://jus-tice.co.il/articles/tax-crimes/",0,false,"https://jus-tice.co.il/articles/tax-crimes/"
19283,article,"arrest-rights","מעצר בישראל | סוגי מעצר, זכויות העצור ודרכי שחרור","https://jus-tice.co.il/articles/arrest-rights/",200,"https://jus-tice.co.il/articles/arrest-rights/",0,false,"https://jus-tice.co.il/articles/arrest-rights/"
19281,article,"fraud-types","עבירות הונאה ומרמה בישראל | סוגים, עונשים והגנות משפטיות","https://jus-tice.co.il/articles/fraud-types/",200,"https://jus-tice.co.il/articles/fraud-types/",0,false,"https://jus-tice.co.il/articles/fraud-types/"
19279,article,"plea-bargain","הסדר טיעון בישראל | מדריך מלא להליך, יתרונות וסיכונים","https://jus-tice.co.il/articles/plea-bargain/",200,"https://jus-tice.co.il/articles/plea-bargain/",0,false,"https://jus-tice.co.il/articles/plea-bargain/"
19277,article,"driving-under-influence","נהיגה בשכרות ותחת השפעת סמים בישראל | עונשים וזכויות","https://jus-tice.co.il/articles/driving-under-influence/",200,"https://jus-tice.co.il/articles/driving-under-influence/",0,false,"https://jus-tice.co.il/articles/driving-under-influence/"
19275,article,"drug-possession","החזקת סמים בישראל | עונשים, זכויות ואפשרויות משפטיות","https://jus-tice.co.il/articles/drug-possession/",200,"https://jus-tice.co.il/articles/drug-possession/",0,false,"https://jus-tice.co.il/articles/drug-possession/"
19273,article,"drug-trafficking","סחר בסמים בישראל | עונשים, הגנות וכל מה שצריך לדעת","https://jus-tice.co.il/articles/drug-trafficking/",200,"https://jus-tice.co.il/articles/drug-trafficking/",0,false,"https://jus-tice.co.il/articles/drug-trafficking/"
19271,article,"murder-charges","עבירות רצח והריגה בישראל | סיווג, עונשים והגנות משפטיות","https://jus-tice.co.il/articles/murder-charges/",200,"https://jus-tice.co.il/articles/murder-charges/",0,false,"https://jus-tice.co.il/articles/murder-charges/"
