page,clicks,impressions,ctr,position
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,923,7466,12.36,9.35
https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,886,197803,0.45,17.33
https://jus-tice.co.il/how-much-will-a-criminal-defense-lawyer-cost/,612,41841,1.46,34.91
https://jus-tice.co.il/,505,165939,0.30,34.70
https://jus-tice.co.il/court-judge/,484,52426,0.92,26.78
https://jus-tice.co.il/force-majeure/,377,8729,4.32,12.12
https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,376,60061,0.63,43.37
https://jus-tice.co.il/free-affidavit-sample/,367,17029,2.16,16.51
https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,365,74625,0.49,21.45
https://jus-tice.co.il/shoplifting/,347,19848,1.75,31.05
https://jus-tice.co.il/free-divorce-agreement-template/,341,63799,0.53,24.62
https://jus-tice.co.il/low-value-invest-abroad/,336,70413,0.48,51.94
https://jus-tice.co.il/lahav-433/,333,25975,1.28,12.69
https://jus-tice.co.il/malta-citizenship-by-investment/,329,5829,5.64,30.61
https://jus-tice.co.il/%D7%AA%D7%A47140-09-21%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%9B%D7%A8%D7%9E%D7%99/,319,5776,5.52,11.24
https://jus-tice.co.il/psakdin/%D7%AA%D7%A4%D7%A7%D7%99%D7%93%D7%95-%D7%95%D7%93%D7%A8%D7%9B%D7%99-%D7%A2%D7%91%D7%95%D7%93%D7%AA%D7%95-%D7%A9%D7%9C-%D7%A2%D7%95%D7%91%D7%93-%D7%A1%D7%95%D7%A6%D7%99%D7%90%D7%9C%D7%99-%D7%9C%D7%A2/,316,15081,2.10,16.44
