file,best_rank,url,word_count,title_or_status,ranks_for
016,1,https://m-adv.co.il/,3191,רשלנות רפואית בלידה - הגשת תביעה בגין רשלנות בלידה | עורך דין אלי מאור,עורך דין לפגיעות לידה; איך להגיש תביעת רשלנות רפואית בלידה; עורך דין רשלנות רפואית בלידה מומלץ
007,1,https://dplaw.co.il/medical-malpractice-in-diagnosis/,2672,רשלנות רפואית באבחון | דורית פילו עורך דין לתביעות רשלנות ונזקי גוף,רשלנות רפואית באבחון
018,1,https://m-adv.co.il/medical-malpractice-in-pregnancy/,1890,"רשלנות רפואית בהריון: כל המידע על רשלנות בהריון | עו""ד אלי מאור",רשלנות רפואית בהריון
072,1,https://www.rubin-law.org.il/%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D/,1805,"רשלנות רפואית בטיפולי שיניים — תביעה, פיצוי וזכויות 2026",רשלנות רפואית שיניים
017,1,https://m-adv.co.il/%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%94%D7%A8%D7%93%D7%9E%D7%94/,1651,"רשלנות רפואית בהרדמה- הסיבות והדרכים למניעתן - עו""ד אלי מאור",רשלנות רפואית בהרדמה
023,1,https://reichert-law.co.il/%D7%AA%D7%97%D7%95%D7%9E%D7%99-%D7%A2%D7%99%D7%A1%D7%95%D7%A7/%D7%92%D7%A8%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%95%D7%AA-%D7%91%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/,1592,"גרימת מוות ברשלנות - כל מה שצריך לדעת | עו""ד עידית רייכרט 27 שנות ניסיון",גרימת מוות ברשלנות חוק העונשין
038,1,https://www.gn-law.co.il/%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%91%D7%A0%D7%99%D7%AA%D7%95%D7%97%D7%99%D7%9D/,1431,"רשלנות רפואית בניתוח – מקרים, פיצוי, עלויות ושכר טרחה | נסים-דר",רשלנות רפואית בניתוח; תביעת רשלנות רפואית בניתוח
044,1,https://www.gn-law.co.il/compromise-agreement-in-medical-malpractice-lawsuits/,1324,"הסכם פשרה ברשלנות רפואית | מדריך רשלנות רפואית | נסים-דר, עורכי דין",הסכם פשרה רשלנות רפואית
050,1,https://www.kolzchut.org.il/he/%D7%94%D7%92%D7%A9%D7%AA_%D7%AA%D7%91%D7%99%D7%A2%D7%AA_%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA_%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA,1280,הגשת תביעת רשלנות רפואית (הליך) – כל-זכות,רשלנות רפואית התיישנות; פיצויים ברשלנות רפואית
040,1,https://www.gn-law.co.il/%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%95%D7%A9%D7%99%D7%AA%D7%95%D7%A7-%D7%9E%D7%95%D7%97%D7%99%D7%9F/,1225,"נזק מוחי בלידה | רשלנות רפואית בלידה | ג. נסים - א. דר, עורכי דין",נזק מוחי בלידה
053,1,https://www.kolzchut.org.il/he/%D7%AA%D7%91%D7%99%D7%A2%D7%AA_%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA_%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA,1101,תביעת רשלנות רפואית (מושג) – כל-זכות,הוכחת רשלנות רפואית
042,1,https://www.gn-law.co.il/%D7%A9%D7%9B%D7%A8-%D7%98%D7%A8%D7%97%D7%AA-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F/,580,"שכר טרחה עורך דין רשלנות רפואית 📑 רשלנות רפואית | נסים-דר, עו""ד",שכר טרחה עורך דין רשלנות רפואית
002,1,https://adv-yariv.com/%D7%9E%D7%94-%D7%94%D7%A7%D7%A9%D7%A8-%D7%91%D7%99%D7%9F-%D7%93%D7%99%D7%A0%D7%99-%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F-%D7%95%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,532,מה הקשר בין דיני נזיקין ורשלנות רפואית? | ואקנין יריב משרד עורכי דין,דיני נזיקין רשלנות רפואית
000,1,http://www.davidnir.co.il/%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%90%D7%A8%D7%A6%D7%95%D7%AA-%D7%94%D7%91%D7%A8%D7%99%D7%AA/,521,"רשלנות רפואית בארצות הברית: עו""ד דוד ניר תביעות בארצות הברית",רשלנות רפואית בארצות הברית
021,1,https://publichealth.doctorsonly.co.il/2018/03/137353/,0,BLOCKED-403,נתוני רשלנות רפואית בישראל 2026
035,1,https://www.duns100.co.il/rating/%D7%93%D7%99%D7%A8%D7%95%D7%92%D7%99%D7%9D/%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA_%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA,0,BLOCKED-403,עורכי דין רשלנות רפואית מובילים
057,1,https://www.lawtip.co.il/%D7%AA%D7%97%D7%95%D7%9D/%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/%D7%9B%D7%9C%D7%9C%D7%99/%D7%97%D7%99%D7%A9%D7%95%D7%91-%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D/,0,BLOCKED-403 (site mid-migration: redirects to dev.lawtip.co.il — vulnerable competitor),אחוזי נכות ופיצויים רשלנות רפואית
058,1,https://www.lawtip.co.il/%D7%AA%D7%97%D7%95%D7%9D/%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/%D7%9B%D7%9C%D7%9C%D7%99/%D7%9E%D7%A7%D7%A8%D7%99%D7%9D-%D7%A0%D7%A4%D7%95%D7%A6%D7%99%D7%9D/,0,BLOCKED-403 (site mid-migration: redirects to dev.lawtip.co.il — vulnerable competitor),טעויות רפואיות נפוצות
062,1,https://www.lawtip.co.il/%D7%AA%D7%97%D7%95%D7%9D/%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/%D7%9B%D7%9C%D7%9C%D7%99/%D7%A1%D7%98%D7%98%D7%99%D7%A1%D7%98%D7%99%D7%A7%D7%94/,0,BLOCKED-403 (site mid-migration: redirects to dev.lawtip.co.il — vulnerable competitor),מקרי רשלנות רפואית בישראל; נתוני רשלנות רפואית בישראל 2026
048,2,https://www.gov.il/BlobFolder/dynamiccollectorresultitem/02-037-00/he/s-a-guidelines_02.37.pdf,8386,,גרימת מוות ברשלנות חוק העונשין
067,2,https://www.rashlanut.co.il/,6289,עורך דין רשלנות רפואית - ענת מולסון - נבו מולסון עורכי דין מומלצים מובילים,עורכי דין רשלנות רפואית מובילים; עורך דין רשלנות רפואית
054,2,https://www.lawreviews.co.il/article/medical-malpractice-statute-of-limitations,3608,התיישנות רשלנות רפואית - עד מתי אפשר לתבוע? | LawReviews,רשלנות רפואית התיישנות
064,2,https://www.midrag.co.il/Content/Tip/11532,2239,עורך דין רשלנות רפואית | המלצות על עורכי דין רשלנות רפואית- במידרג,שכר טרחה עורך דין רשלנות רפואית
041,2,https://www.gn-law.co.il/%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,1871,"רשלנות רפואית – מדריך מלא לפיצויים ותביעות ⚖️ נסים-דר, עו""ד",פיצויים ברשלנות רפואית
077,2,https://www.s-klaw.co.il/malpractice/surgeries/,1690,רשלנות רפואית בניתוח | שמואל קשיוב,רשלנות רפואית בניתוח; תביעת רשלנות רפואית בניתוח
