"checked_at","status","source_type","request_url","http_status","final_url","title","occurrence_type","occurrence_url","attribute","suspected_source","remediation_lane","context","notes"
"2026-05-18T13:07:36","VERIFIED","sitemap_index","https://jus-tice.co.il/sitemap_index.xml","200","https://jus-tice.co.il/sitemap_index.xml","","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:07:37","VERIFIED","sitemap_child","https://jus-tice.co.il/page-sitemap.xml","200","https://jus-tice.co.il/page-sitemap.xml","","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:07:40","VERIFIED","sitemap_child","https://jus-tice.co.il/articles-sitemap.xml","200","https://jus-tice.co.il/articles-sitemap.xml","","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:07:41","VERIFIED","sitemap_child","https://jus-tice.co.il/articles-sitemap2.xml","200","https://jus-tice.co.il/articles-sitemap2.xml","","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:07:41","VERIFIED","sitemap_child","https://jus-tice.co.il/justice_lawyer-sitemap.xml","200","https://jus-tice.co.il/justice_lawyer-sitemap.xml","","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:07:42","VERIFIED","sitemap_child","https://jus-tice.co.il/category-sitemap.xml","200","https://jus-tice.co.il/category-sitemap.xml","","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:07:43","VERIFIED","sitemap_child","https://jus-tice.co.il/practice-areas-sitemap.xml","200","https://jus-tice.co.il/practice-areas-sitemap.xml","","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:07:43","VERIFIED","sitemap_child","https://jus-tice.co.il/city-sitemap.xml","200","https://jus-tice.co.il/city-sitemap.xml","","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:07:44","VERIFIED","html_page","https://jus-tice.co.il/?qa=http-internal-scan-20260518130743","200","https://jus-tice.co.il/?qa=http-internal-scan-20260518130743","עורכי דין בישראל | מדריך עורכי דין, מאמרים משפטיים וייעוץ","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:07:54","VERIFIED","html_page","https://jus-tice.co.il/articles/?qa=http-internal-scan-20260518130744","200","https://jus-tice.co.il/articles/?qa=http-internal-scan-20260518130744","מאמרים משפטיים לפי הבעיה שלכם | Jus-Tice","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:07:54","VERIFIED","html_page","https://jus-tice.co.il/lawyers/?qa=http-internal-scan-20260518130754","200","https://jus-tice.co.il/lawyers/?qa=http-internal-scan-20260518130754","מדריך עורכי דין בישראל | Jus-Tice","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:07:55","VERIFIED","html_page","https://jus-tice.co.il/family-law/?qa=http-internal-scan-20260518130754","200","https://jus-tice.co.il/family-law/?qa=http-internal-scan-20260518130754","השופטת עפרה גיא: פסק דין בעניין תביעות רכושיות של בני זוג שנפרדו (תלה""מ 66529-11-19) | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:07:56","VERIFIED","html_page","https://jus-tice.co.il/find-lawyer-how-to-find-good-attorney/?qa=http-internal-scan-20260518130755","200","https://jus-tice.co.il/find-lawyer-how-to-find-good-attorney/?qa=http-internal-scan-20260518130755","איך למצוא עורך דין מומלץ? כיצד לבחור עו""ד טוב | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:07:57","VERIFIED","html_page","https://jus-tice.co.il/drug-offenses-criminal-lawyer/?qa=http-internal-scan-20260518130756","200","https://jus-tice.co.il/drug-offenses-criminal-lawyer/?qa=http-internal-scan-20260518130756","עורך דין עבירות סמים | מדריך 2025 לתחום עבירות סמים | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:07:58","VERIFIED","html_page","https://jus-tice.co.il/real-estate-lawyer-cost-2025/?qa=http-internal-scan-20260518130757","200","https://jus-tice.co.il/real-estate-lawyer-cost-2025/?qa=http-internal-scan-20260518130757","עורך דין מכירת דירה מחיר (2025) | תפקידו של עורך הדין בעסקאות מקרקעין | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:07:59","VERIFIED","html_page","https://jus-tice.co.il/mutual-divorce-agreement-2025/?qa=http-internal-scan-20260518130758","200","https://jus-tice.co.il/mutual-divorce-agreement-2025/?qa=http-internal-scan-20260518130758","איך מכינים הסכם לקראת גירושים בהסכמה של בני הזוג | מדריך 2025 + סקירת תהליך פתיחת תיק גירושין בבית הדין הרבני | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:07:59","VERIFIED","sitemap_seed","https://jus-tice.co.il/sitemap_index.xml","200","https://jus-tice.co.il/sitemap_index.xml","","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:07:59","VERIFIED","text_seed","https://jus-tice.co.il/robots.txt","200","https://jus-tice.co.il/robots.txt","","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:08:00","VERIFIED","html_page","https://jus-tice.co.il/lawyer-registration/?qa=http-internal-scan-20260518130759","200","https://jus-tice.co.il/lawyer-registration/?qa=http-internal-scan-20260518130759","הצטרפות עורכי דין | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:08:01","VERIFIED","html_page","https://jus-tice.co.il/lawyer-dashboard/?qa=http-internal-scan-20260518130800","200","https://jus-tice.co.il/lawyer-dashboard/?qa=http-internal-scan-20260518130800","אזור אישי לעורכי דין | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:08:02","VERIFIED","html_page","https://jus-tice.co.il/lawyer-plans/?qa=http-internal-scan-20260518130801","200","https://jus-tice.co.il/lawyer-plans/?qa=http-internal-scan-20260518130801","מסלולים לעורכי דין | Jus-Tice.co.il","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:08:03","VERIFIED","html_page","https://jus-tice.co.il/divorce-lawyer/?qa=http-internal-scan-20260518130802","200","https://jus-tice.co.il/divorce-lawyer/?qa=http-internal-scan-20260518130802","עורך דין גירושין: מדריך עומק לבחירה נכונה, תהליך, עלויות, ילדים ורכו","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:08:04","VERIFIED","html_page","https://jus-tice.co.il/consensual-divorce/?qa=http-internal-scan-20260518130803","200","https://jus-tice.co.il/consensual-divorce/?qa=http-internal-scan-20260518130803","גירושין בהסכמה: איך בונים הסכם שמחזיק לאורך זמן | Jus-Tice","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:08:05","VERIFIED","html_page","https://jus-tice.co.il/divorce-mediation/?qa=http-internal-scan-20260518130804","200","https://jus-tice.co.il/divorce-mediation/?qa=http-internal-scan-20260518130804","גישור גירושין: מתי זה נכון, איך מתכוננים ומה חשוב לבדוק | Jus-Tice","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:08:06","VERIFIED","html_page","https://jus-tice.co.il/child-support/?qa=http-internal-scan-20260518130805","200","https://jus-tice.co.il/child-support/?qa=http-internal-scan-20260518130805","מזונות ילדים: מדריך מעשי לפני הסכם, תביעה או שינוי מצב | Jus-Tice","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:08:07","VERIFIED","html_page","https://jus-tice.co.il/child-custody/?qa=http-internal-scan-20260518130806","200","https://jus-tice.co.il/child-custody/?qa=http-internal-scan-20260518130806","משמורת ילדים וזמני שהות: איך מתכננים הסדר שמתאים לילדים | Jus-Tice","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
"2026-05-18T13:08:08","VERIFIED","html_page","https://jus-tice.co.il/divorce-property-division/?qa=http-internal-scan-20260518130807","200","https://jus-tice.co.il/divorce-property-division/?qa=http-internal-scan-20260518130807","חלוקת רכוש בגירושין: נכסים, חובות, דירה, פנסיה ועסק משפחתי | Jus-Tic","none","","","NONE","NONE","","No first-party http://jus-tice.co.il references found."
