page,date,clicks,impressions,ctr,position
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-04-30,5,13,0.38461538461538464,6.6923076923076925
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-04-15,4,32,0.125,6.3125
https://jus-tice.co.il/wp-content/uploads/2022/06/54111-Law-Firms-in-the-US-Industry-Report.pdf,2026-04-21,4,34,0.11764705882352941,8.882352941176471
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-04-20,3,16,0.1875,16.9375
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-05-06,3,11,0.2727272727272727,4.363636363636363
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-05-07,3,14,0.21428571428571427,6.5
https://jus-tice.co.il/psakdin/%D7%90%D7%99%D7%9E%D7%95%D7%A5-%D7%99%D7%9C%D7%93-%D7%9E%D7%90%D7%95%D7%A7%D7%A8%D7%90%D7%99%D7%A0%D7%94-%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F-%D7%91%D7%92%D7%99%D7%9F/,2026-05-08,2,12,0.16666666666666666,6.333333333333333
https://jus-tice.co.il/wp-content/uploads/2020/02/%D7%94%D7%AA%D7%9C%D7%99%D7%99%D7%AA-%D7%A9%D7%9C%D7%99%D7%9C%D7%AA-%D7%A8%D7%A9%D7%99%D7%95%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%A8%D7%93-%D7%94%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA.pdf,2026-05-09,2,10,0.2,17.3
https://jus-tice.co.il/wp-content/uploads/2020/02/%D7%94%D7%AA%D7%9C%D7%99%D7%99%D7%AA-%D7%A9%D7%9C%D7%99%D7%9C%D7%AA-%D7%A8%D7%A9%D7%99%D7%95%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%A8%D7%93-%D7%94%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA.pdf,2026-05-11,2,12,0.16666666666666666,6.583333333333333
https://jus-tice.co.il/wp-content/uploads/2021/05/services_marvad_application-form.pdf,2026-04-23,2,4,0.5,3.75
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-04-23,2,10,0.2,12
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-04-26,2,18,0.1111111111111111,8.38888888888889
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-04-27,2,18,0.1111111111111111,5
https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,2026-05-10,2,9,0.2222222222222222,5.444444444444445
https://jus-tice.co.il/wp-content/uploads/2022/06/54111-Law-Firms-in-the-US-Industry-Report.pdf,2026-04-20,2,33,0.06060606060606061,14.515151515151516
https://jus-tice.co.il/wp-content/uploads/2023/05/Italy_List_of_English-speaking_lawyers.pdf,2026-05-06,2,25,0.08,5.48
https://jus-tice.co.il/,2026-04-23,1,66,0.015151515151515152,16.545454545454547
https://jus-tice.co.il/,2026-04-25,1,60,0.016666666666666666,9.666666666666666
https://jus-tice.co.il/,2026-04-26,1,117,0.008547008547008548,9.88888888888889
https://jus-tice.co.il/,2026-04-29,1,139,0.007194244604316547,16.453237410071942
https://jus-tice.co.il/,2026-05-02,1,71,0.014084507042253521,15.309859154929578
https://jus-tice.co.il/,2026-05-03,1,84,0.011904761904761904,13.583333333333334
https://jus-tice.co.il/,2026-05-04,1,99,0.010101010101010102,10.474747474747474
https://jus-tice.co.il/,2026-05-11,1,7,0.14285714285714285,2.571428571428571
https://jus-tice.co.il/1331339-1/,2026-04-20,1,2,0.5,8
https://jus-tice.co.il/articles/%D7%93%D7%A0%D7%A4-5387-20-%D7%A8%D7%A4%D7%99-%D7%A8%D7%95%D7%AA%D7%9D-%D7%A0-%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C/,2026-04-15,1,1,1,25
https://jus-tice.co.il/articles/%D7%A2%D7%A8%D7%A2%D7%95%D7%A8-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A1-50-31-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%9E%D7%A9%D7%A4%D7%98-%D7%94%D7%A2%D7%9C%D7%99%D7%95%D7%9F-%D7%91%D7%A9%D7%91/,2026-04-28,1,2,0.5,5
https://jus-tice.co.il/psakdin/%D7%90%D7%99%D7%9E%D7%95%D7%A5-%D7%99%D7%9C%D7%93-%D7%9E%D7%90%D7%95%D7%A7%D7%A8%D7%90%D7%99%D7%A0%D7%94-%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F-%D7%91%D7%92%D7%99%D7%9F/,2026-04-20,1,4,0.25,7.5
https://jus-tice.co.il/psakdin/%D7%90%D7%99%D7%9E%D7%95%D7%A5-%D7%99%D7%9C%D7%93-%D7%9E%D7%90%D7%95%D7%A7%D7%A8%D7%90%D7%99%D7%A0%D7%94-%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F-%D7%91%D7%92%D7%99%D7%9F/,2026-05-01,1,6,0.16666666666666666,18.333333333333332
https://jus-tice.co.il/psakdin/%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%A6%D7%95%D7%95%D7%90%D7%94-%D7%9E%D7%90%D7%95%D7%97%D7%A8%D7%AA-%D7%91%D7%A9%D7%9C-%D7%94%D7%A9%D7%A4%D7%A2%D7%94-%D7%91%D7%9C%D7%AA%D7%99-%D7%94%D7%95%D7%92%D7%A0/,2026-04-26,1,1,1,18
https://jus-tice.co.il/psakdin/%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%A6%D7%95-%D7%A1%D7%92%D7%99%D7%A8%D7%94-%D7%9C%D7%A2%D7%A1%D7%A7-%D7%9C%D7%A4%D7%99-%D7%A1%D7%A2%D7%99%D7%A3-22%D7%91-%D7%9C%D7%97%D7%95%D7%A7-%D7%A8%D7%99%D7%A9/,2026-04-17,1,2,0.5,15
https://jus-tice.co.il/psakdin/%D7%91%D7%AA%D7%99-%D7%9E%D7%A9%D7%A4%D7%98-%D7%A0%D7%95%D7%94%D7%9C-%D7%97%D7%99%D7%A1%D7%99%D7%95%D7%9F-%D7%AA%D7%99%D7%A7%D7%99%D7%9D/,2026-04-28,1,3,0.3333333333333333,6.333333333333333
https://jus-tice.co.il/psakdin/%D7%91%D7%AA%D7%99-%D7%9E%D7%A9%D7%A4%D7%98-%D7%A0%D7%95%D7%94%D7%9C-%D7%97%D7%99%D7%A1%D7%99%D7%95%D7%9F-%D7%AA%D7%99%D7%A7%D7%99%D7%9D/,2026-05-10,1,3,0.3333333333333333,7
https://jus-tice.co.il/psakdin/%D7%94%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%91%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%91%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,2026-04-25,1,11,0.09090909090909091,9.636363636363637
https://jus-tice.co.il/psakdin/%D7%94%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%91%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%91%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,2026-04-26,1,32,0.03125,6.40625
