query,page,clicks,impressions,ctr,position
יובל כרמי פסק דין,https://jus-tice.co.il/%D7%AA%D7%A47140-09-21%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%9B%D7%A8%D7%9E%D7%99/,94,259,0.36293436293436293,2.613899613899614
כמה מרוויח עורך דין פלילי,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A9%D7%9B%D7%A8-%D7%9B%D7%9E%D7%94-%D7%9E%D7%A8%D7%95%D7%95%D7%99%D7%97-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C/,94,531,0.17702448210922786,1.6120527306967984
סעיף כוח עליון דוגמא,https://jus-tice.co.il/force-majeure/,79,264,0.29924242424242425,1.018939393939394
אחוז הגירושין בישראל 2025,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F/,66,1006,0.06560636182902585,3.429423459244533
הסכם גירושין ללא עורך דין להורדה,https://jus-tice.co.il/free-divorce-agreement-template/,65,1865,0.03485254691689008,5.506702412868632
נוטריון ישראלי בניו יורק,https://jus-tice.co.il/notary-public-new-york/,60,318,0.18867924528301888,3.449685534591195
הלכת אלקצאצי,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%9B%D7%AA-%D7%90%D7%9C%D7%A7%D7%A6%D7%90%D7%A6%D7%99-%D7%9E%D7%A9%D7%9A-%D7%94%D7%94%D7%9E%D7%AA%D7%A0%D7%94-%D7%9E%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%94%D7%9C%D7%99%D7%9A-%D7%A4%D7%A9/,58,321,0.1806853582554517,2.3582554517133953
עורך דין פלילי מחירון,https://jus-tice.co.il/how-much-will-a-criminal-defense-lawyer-cost/,49,1377,0.03558460421205519,2.2716049382716053
חתימה על תצהיר בחינם,https://jus-tice.co.il/free-affidavit-sample/,45,1182,0.03807106598984772,8.666666666666668
מרבד,https://jus-tice.co.il/medical-fitness-tests-for-driving-marvad-info/,43,14618,0.002941578875359146,9.637091257353948
פתיחת חשבון בנק בפורטוגל,https://jus-tice.co.il/bank-account-in-portugal/,42,526,0.07984790874524715,2.817490494296578
ייעוץ עורך דין אונליין חינם,https://jus-tice.co.il/%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%96%D7%A8%D7%94-%D7%9E%D7%A9%D7%A4%D7%98%D7%99%D7%AA-%D7%9B%D7%90%D7%A9%D7%A8-%D7%90%D7%99%D7%A0%D7%9A-%D7%99%D7%9B%D7%95%D7%9C-%D7%9C%D7%94%D7%A8%D7%A9%D7%95%D7%AA-%D7%9C%D7%A2%D7%A6%D7%9E%D7%9A-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F/,41,2480,0.01653225806451613,7.752016129032258
סוגי רופאים,https://jus-tice.co.il/%D7%A1%D7%95%D7%92%D7%99%D7%9D-%D7%A9%D7%95%D7%A0%D7%99%D7%9D-%D7%A9%D7%9C-%D7%A8%D7%95%D7%A4%D7%90%D7%99%D7%9D/,40,979,0.04085801838610827,3.8764044943820224
