url,variant_type,source,wp_post_id,gsc_clicks_12m,gsc_impressions_12m,status_code,final_url,redirect_count,title,h1,canonical,robots,is_noindex,is_404,is_soft_404,is_homepage_fallback,has_articles_prefix,redirect_chain
"https://jus-tice.co.il/domestic-violence/",old_root_variant,wp_derived,19315,0,0,404,"https://jus-tice.co.il/domestic-violence/",0,"Page not found | Jus-Tice.co.il","","","",false,true,false,false,NO,"https://jus-tice.co.il/domestic-violence/"
"https://jus-tice.co.il/sex-offenses/",old_root_variant,wp_derived,19313,0,0,404,"https://jus-tice.co.il/sex-offenses/",0,"Page not found | Jus-Tice.co.il","","","",false,true,false,false,NO,"https://jus-tice.co.il/sex-offenses/"
"https://jus-tice.co.il/pre-indictment-hearing/",old_root_variant,wp_derived,19312,0,0,404,"https://jus-tice.co.il/pre-indictment-hearing/",0,"Page not found | Jus-Tice.co.il","","","",false,true,false,false,NO,"https://jus-tice.co.il/pre-indictment-hearing/"
"https://jus-tice.co.il/criminal-indictment/",old_root_variant,wp_derived,19311,0,0,404,"https://jus-tice.co.il/criminal-indictment/",0,"Page not found | Jus-Tice.co.il","","","",false,true,false,false,NO,"https://jus-tice.co.il/criminal-indictment/"
"https://jus-tice.co.il/criminal-appeal/",old_root_variant,wp_derived,19304,0,0,404,"https://jus-tice.co.il/criminal-appeal/",0,"Page not found | Jus-Tice.co.il","","","",false,true,false,false,NO,"https://jus-tice.co.il/criminal-appeal/"
"https://jus-tice.co.il/criminal-negligence/",old_root_variant,wp_derived,19302,6,2111,404,"https://jus-tice.co.il/criminal-negligence/",0,"Page not found | Jus-Tice.co.il","","","",false,true,false,false,NO,"https://jus-tice.co.il/criminal-negligence/"
"https://jus-tice.co.il/tax-crimes/",old_root_variant,wp_derived,19300,0,0,404,"https://jus-tice.co.il/tax-crimes/",0,"Page not found | Jus-Tice.co.il","","","",false,true,false,false,NO,"https://jus-tice.co.il/tax-crimes/"
"https://jus-tice.co.il/arrest-rights/",old_root_variant,wp_derived,19283,0,0,404,"https://jus-tice.co.il/arrest-rights/",0,"Page not found | Jus-Tice.co.il","","","",false,true,false,false,NO,"https://jus-tice.co.il/arrest-rights/"
"https://jus-tice.co.il/fraud-types/",old_root_variant,wp_derived,19281,0,0,404,"https://jus-tice.co.il/fraud-types/",0,"Page not found | Jus-Tice.co.il","","","",false,true,false,false,NO,"https://jus-tice.co.il/fraud-types/"
"https://jus-tice.co.il/plea-bargain/",old_root_variant,wp_derived,19279,0,0,404,"https://jus-tice.co.il/plea-bargain/",0,"Page not found | Jus-Tice.co.il","","","",false,true,false,false,NO,"https://jus-tice.co.il/plea-bargain/"
"https://jus-tice.co.il/driving-under-influence/",old_root_variant,wp_derived,19277,0,0,404,"https://jus-tice.co.il/driving-under-influence/",0,"Page not found | Jus-Tice.co.il","","","",false,true,false,false,NO,"https://jus-tice.co.il/driving-under-influence/"
"https://jus-tice.co.il/drug-possession/",old_root_variant,wp_derived,19275,4,5557,404,"https://jus-tice.co.il/drug-possession/",0,"Page not found | Jus-Tice.co.il","","","",false,true,false,false,NO,"https://jus-tice.co.il/drug-possession/"
